Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
10796,IN,Alternative Fuel Vehicle (AFV) Inspection and Maintenance Exemption,"Dedicated AFVs are exempt from inspection and maintenance requirements
if they operate exclusively on natural gas, propane, ethanol, hydrogen,
or methanol. (Reference 326 [Indiana Administrative
Code](http://iac.iga.in.gov/iac/) 13-1.1)
",,,FALSE,73,State Incentives,,,,,,,ETH|HY|NG|LPG,EXEM,,FLEET|GOV|IND,http://www.in.gov/legislative/iac/
10833,TX,Natural Gas Vehicle (NGV) Inspection Requirements,"To pass the state vehicle inspection, an NGV owner must be able to
provide proof that the fuel tank on the vehicle has met inspection
requirements and falls within the manufacturer\'s recommended service
life, as required by Title 49 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/cfr), section
571.304. Fleet operators must also prove that a certified technician
inspected the vehicle\'s fuel tank. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Transportation Code
548.104)
",2013-06-01 00:00:00 UTC,,FALSE,105,Laws and Regulations,,,,,,,NG,,REGIS,FLEET|GOV|IND,http://www.statutes.legis.state.tx.us/
10834,TX,Natural Gas Tax,"Compressed natural gas (CNG) and liquefied natural gas (LNG) dispensed
into a motor vehicle is taxed at a rate of \$0.15 per gasoline gallon
equivalent (GGE) or diesel gallon equivalent (DGE), depending on how the
dispenser lists the price. A GGE is defined as 5.66 pounds (lbs.) of CNG
or 5.37 lbs. of LNG. A DGE is defined as 6.38 lbs. of CNG or 6.06 lbs.
of LNG. Exemptions may apply. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Tax Code 162.001, and
162.351-162.356)
",2013-06-01 00:00:00 UTC,,FALSE,125,Laws and Regulations,,,,,,,NG,,FUEL,FLEET|IND,http://www.statutes.legis.state.tx.us/
10856,CO,Electric Vehicle Supply Equipment (EVSE) Multi-Unit Dwelling Installations and Access,"A residential tenant may install Level 1 or Level 2 EVSE at their own
expense on or in leased premises. The landlord may seek a fee or
reimbursement for the actual cost of electricity as well as the cost of
installation or upgrades to existing equipment. In addition, the tenant
may request that the EVSE be accessible by other tenants, in which case
the EVSE must be in compliance with all applicable requirements, and the
landlord may seek a fee to reserve a specific parking space. The
landlord may also require the tenant to comply with safety, system
registration, and aesthetic requirements or provisions.

Common interest communities must also provide residents with an
opportunity to charge plug-in electric vehicles and may not create
restrictions around EVSE. Common interest communities are encouraged to
allow EVSE and to apply for grants from the Electric Vehicle Grant Fund
or otherwise fund the installation of EVSE on common property as an
amenity for residents and guests.

(Reference [Colorado Revised
Statutes](http://www.lexisnexis.com/hottopics/Colorado/) 38-12-601 and
38-33.3-106.8)
",2013-05-03 00:00:00 UTC,,FALSE,55,Laws and Regulations,,,,,,,ELEC|PHEV,,OTHER,MUD|IND,http://www.lexisnexis.com/hottopics/Colorado/
10858,CO,Alternative Fuel Tax,"Compressed natural gas (CNG), liquefied natural gas (LNG), and propane
are subject to excise tax imposed on a per gallon basis as follows:

::: {align=""center""}
  Fuel Type      Tax
  ----------- ---------
  CNG          \$0.183
  LNG          \$0.12
  Propane      \$0.135
:::

(Reference [Colorado Revised
Statutes](http://www.lexisnexis.com/hottopics/Colorado/) 39-27-102)
",2013-05-15 00:00:00 UTC,,FALSE,56,Laws and Regulations,,,,,,,NG|LPG,,FUEL,STATION|PURCH|FLEET|IND,http://www.lexisnexis.com/hottopics/Colorado/
10933,IN,Compressed Natural Gas (CNG) Tax Credit,"A carrier operating a commercial CNG vehicle on any Indiana highway may
claim a credit equal to 12% of the road taxes imposed on its CNG
consumption in the previous calendar quarter. The credit is refundable.
(Reference [Indiana Code](http://www.in.gov/legislative/ic/code/)
6-6-4.1-1 and 6-6-12)
",2013-05-11 00:00:00 UTC,,FALSE,12,State Incentives,,,,,,,NG,TAX,,PURCH|FLEET|IND,http://www.in.gov/legislative/ic/code/
10934,IN,Idle Reduction and Natural Gas Vehicle (NGV) Weight Exemption,"Any motor vehicle equipped with an auxiliary power unit or other idle
reduction technology may exceed the gross, single axle, tandem axle, or
bridge formula weight limits by up to 400 pounds (lbs.) to compensate
for the added weight of the idle reduction technology. Any NGV may
exceed the limits by up to 2,000 lbs. (Reference [Indiana
Code](http://www.in.gov/legislative/ic/code/) 9-20-4-1)
",2013-05-11 00:00:00 UTC,,FALSE,57,State Incentives,,,,,,,IR|NG,EXEM,,FLEET|GOV|IND,http://www.in.gov/legislative/ic/code/
10936,IN,Special Fuel Motor Carrier Fuel Tax,"A person who operates a commercial motor vehicle on any highway in
Indiana is subject to a surcharge tax on the consumption of motor fuel.
From July 1, 2018, through July 1, 2024, the tax rate will be determined
each year based on the special fuel tax index factor. For the current
tax rates and more information, see the [Indiana Miscellaneous Tax
Rates](http://www.in.gov/dor/3467.htm) website. (Reference [Indiana
Code](http://www.in.gov/legislative/ic/code/) 6-6-4.1 and 6-6-1.6)
",2013-05-11 00:00:00 UTC,2017-04-27 00:00:00 UTC,FALSE,92,Laws and Regulations,,2017-06-12 21:48:56 UTC,,,,,BIOD|NG,,FUEL,FLEET|IND,http://iga.in.gov/|http://www.in.gov/legislative/ic/code/
10938,IN,Alternative Fuel and Special Fuel Definitions,"The definition of alternative fuel includes propane. Special fuel is
defined as all combustible gases and liquids that are suitable for
powering an internal combustion engine or motor or are used exclusively
for heating, industrial, or farm purposes. Special fuels include
biodiesel, blended biodiesel, and natural gas products, including
liquefied and compressed natural gas. (Reference [Indiana
Code](http://www.in.gov/legislative/ic/code/) 6-6-2.5-1 and 6-6-2.5-22)
",2013-05-11 00:00:00 UTC,2014-03-27 00:00:00 UTC,FALSE,96,Laws and Regulations,,,,,,,AFTMKTCONV|BIOD|ETH|EFFEC|HY|IR|NG|OTHER|LPG,,STD,STATION|AFP|PURCH|MAN|FLEET|GOV|OTHER|IND,http://www.in.gov/legislative/|http://www.in.gov/legislative/ic/code/
10941,VT,Idle Reduction Requirement,"A driver may not idle a motor vehicle for more than five minutes in a
60-minute period. This limit does not apply if the vehicle is operating
an auxiliary power unit, generator set, or other mobile idle reduction
technology. Additional exemptions apply. Additionally, all driver
education courses must include instruction on the adverse environmental,
health, economic, and other impacts of unnecessary idling and on the law
governing idling of motor vehicles. (Reference [Vermont
Statutes](http://legislature.vermont.gov/statutes/) Title 23, Chapter
13, Section 1110 and Title 16, Chapter 23, Section 1045)
",2013-05-30 00:00:00 UTC,,FALSE,64,Laws and Regulations,,,,,,,IR,,AIRQEMISSIONS|DREST,IND,http://www.leg.state.vt.us/|http://www.leg.state.vt.us/statutesMain.cfm
11044,OK,Ethanol Sales Tax Exemption,"The portion of ethanol sold and blended with motor fuel is exempt from
sales tax. (Reference [Oklahoma Statutes](http://www.oklegislature.gov/)
68-500.10-1 and 68-1359)
",,,FALSE,37,State Incentives,,,,,,,ETH,EXEM|TAX,,STATION|PURCH|IND,http://www.oklegislature.gov/
11061,NJ,Fuel Inefficient Vehicle Fee,"New passenger vehicles meeting one of the following criteria are subject
to an additional fee payable to the New Jersey Motor Vehicle Commission:

-   A U.S. Environmental Protection Agency (EPA) average fuel efficiency
    economy rating of less than 19 miles per gallon (mpg); or
-   A sales or lease price of \$45,000 or more, prior to any credit or
    offset resulting from any rebate or trade-in.

The fee is 0.4% of the sales or lease price. A vehicle with a sale or
lease price greater than \$45,000 that has an EPA fuel economy rating of
40 mpg or more, or is a certified zero emission vehicle, is not subject
to the fee. The fee applies to new passenger vehicles purchased or
leased in or outside of New Jersey.

(Reference [New Jersey Statutes](http://www.njleg.state.nj.us/)
39:3-8.4)
",2006-07-08 00:00:00 UTC,,FALSE,18,Laws and Regulations,,,,,,,EFFEC,,AIRQEMISSIONS,FLEET|IND,http://www.njleg.state.nj.us
11065,OR,Electric Vehicle Supply Equipment (EVSE) Policies for Associations,"The owner of a lot in a planned community or unit in a condominium may
apply to install EVSE for their personal use in a parking space subject
to the exclusive use of the owner. The homeowners association (HOA) must
approve a complete application within 60 days. The owner is responsible
for all costs associated with the EVSE installation and use, must
disclose the existence of the EVSE and related responsibilities to a
prospective buyer, and must ensure that the infrastructure meets
insurance and safety requirements. EVSE installed under these
regulations on or before June 4, 2015, is considered to be the personal
property of the lot or unit owner with which the EVSE is associated,
unless the owner and HOA have negotiated a different outcome. Additional
requirements and restrictions apply. (Reference [Oregon Revised
Statutes](https://www.oregonlegislature.gov/) 94.762 and 100.627)
",2013-06-18 00:00:00 UTC,2015-06-04 00:00:00 UTC,FALSE,62,Laws and Regulations,,2015-10-12 20:24:21 UTC,,,,,ELEC|PHEV,,OTHER,MUD|IND,http://www.leg.state.or.us/ors/home.htm
11066,OR,Alternative Fuel Excise Tax,"Compressed natural gas motor fuel is subject to the state fuel excise
tax at the rate of \$0.34 per 120 cubic feet, measured at 14.73 pounds
per square inch and 60 degrees Fahrenheit. Propane motor fuel is subject
to the excise tax \$0.34 per 1.3 gallons at 60 degrees Fahrenheit.
(Reference [Oregon Revised Statutes](https://www.oregonlegislature.gov/)
319.530)
",,,FALSE,115,Laws and Regulations,,,,,,,NG|LPG,,FUEL,STATION|PURCH|FLEET|IND,https://www.oregonlegislature.gov/
11068,CA,Mandatory Electric Vehicle Supply Equipment (EVSE) Building Standards,"The California Building Standards Commission published mandatory
building standards requiring pre-wiring for EVSE installation in parking
spaces at one- and two-family dwellings with attached private garages,
multi-family dwellings, commercial facilities, and public buildings in
the California Green Building Standards Code within the California
Building Standards Code.

Minimum EVSE prewiring installation requirements are based on the number
of parking spaces, per parking facility, as follows:

  Total Actual Parking Spaces   Required EVSE Spaces
  ----------------------------- ----------------------------
  0 to 9                        0
  10 to 25                      1
  26 to 50                      2
  51 to 75                      4
  76 to 100                     5
  101 to 151                    7
  151 to 200                    10
  201 and over                  6% of total parking spaces

Public facilities must also install handicap-accessible EVSE when
installing new or additional EVSE. Minimum accessible EVSE installation
requirements, per parking facility, are as follows:

  Total EVSE     Van Accessible EVSE                                     Standard Accessible EVSE                               Ambulatory Accessible EVSE
  -------------- ------------------------------------------------------- ------------------------------------------------------ ------------------------------------------------------
  1 to 4         1                                                       0                                                      0
  5 to 25        1                                                       1                                                      0
  26 to 50       1                                                       1                                                      1
  51 to 75       1                                                       2                                                      2
  76 to 100      1                                                       3                                                      3
  101 and over   1, plus 1 for each 300, or fraction thereof, over 100   3, plus 1 for each 60, or fraction thereof, over 100   3, plus 1 for each 50, or fraction thereof, over 100

In cases in which EVSE can simultaneously charge more than one vehicle,
the number of EVSE provided shall be considered equivalent to the number
of electric vehicles that can be simultaneously charged.

For more information, including exemptions and additional regulations,
see the [California Building Codes Standards
Commission](http://www.bsc.ca.gov/Codes.aspx) website. (Reference
[California Health and Safety Code](http://www.oal.ca.gov/) 18941.10,
[California Building Code](https://www.dgs.ca.gov/bsc) Chapter 2, and
[California Green Building
Standards](https://codes.iccsafe.org/content/CAGBSC2019/cover) Title 24,
Part 11)
",2013-09-28 00:00:00 UTC,,TRUE,173,Laws and Regulations,,2021-11-16 01:03:58 UTC,,,,,ELEC|PHEV,,OTHER,STATION|IND,http://www.oal.ca.gov/
11161,CA,Voluntary Vehicle Retirement and Replacement Incentives,"Through the California Bureau of Automotive Repair\'s (Bureau) Consumer
Assistance Program (CAP), the owner of a personal motor vehicle may
receive \$1,000 to retire the vehicle early from operation and purchase
a replacement vehicle that meets emission fuel economy and model year
requirements. Applicants must provide proof of a failed smog test and
may retire up to two vehicles annually. Low-income eligible applicants
may receive \$1,500 to retire the vehicle and must provide proof of a
completed smog test, pass or fail. An eligible vehicle must be
registered in the state without substantial lapse for at least two years
prior to retirement. The owner must retire the vehicle at a dismantler
under contract with the Bureau. The Bureau also offers financial
assistance of up to \$1,200 toward emissions-related repairs for
vehicles remaining in service that cannot pass the biennial smog check
inspection. For more information, additional eligibility requirements,
eligible replacement vehicles, and application materials, see the
[CAP](https://www.bar.ca.gov/Consumer/Consumer_Assistance_Program/)
website. (Reference [California Health and Safety
Code](http://www.oal.ca.gov/) 44062.3 and 44125)
",2013-09-28 00:00:00 UTC,2015-04-09 00:00:00 UTC,FALSE,26,State Incentives,,2014-10-09 19:19:22 UTC,,,,,OTHER,TAX,,IND,http://www.legislature.ca.gov/|http://www.oal.ca.gov/
11221,OH,Natural Gas Vehicle (NGV) Weight Exemption,"An NGV may exceed the gross vehicle weight restrictions by 2,000 pounds,
except on the interstate system or a highway, road, or bridge that is
subject to maximum weight restrictions. (Reference [Ohio Revised
Code](http://codes.ohio.gov/orc/) 5577.044)
",2013-07-01 00:00:00 UTC,,FALSE,32,State Incentives,,,,,,,NG,EXEM,,FLEET|GOV|IND,http://www.legislature.state.oh.us/|http://www.afdc.energy.gov/laws/laws/ http:/codes.ohio.gov/
11222,OH,Natural Gas Measurement,"Compressed natural gas (CNG) and liquefied natural gas (LNG) used for
transportation must be measured in gasoline gallon equivalents (GGE) or
diesel gallon equivalents (DGE). One DGE of LNG is the equivalent of one
gallon of motor fuel. One GGE of CNG is equal to 139.31 cubic feet or
6.38 pounds. (Reference [House Bill](https://www.legislature.ohio.gov/)
62, 2019, and [Ohio Revised Code](http://codes.ohio.gov/orc/) 5735.012
and 5735.011)
",2013-06-30 00:00:00 UTC,2019-04-03 00:00:00 UTC,FALSE,70,Laws and Regulations,,2019-12-10 18:02:39 UTC,,,,,NG,,FUEL,STATION|AFP|PURCH|FLEET|GOV|IND,http://www.legislature.state.oh.us/|https://www.legislature.ohio.gov/|http://www.afdc.energy.gov/laws/laws/ http:/codes.ohio.gov/|https://www.legislature.ohio.gov/
11240,PA,Aftermarket Alternative Fuel Vehicle (AFV) Conversion Requirements,"Conventional original equipment manufacturer passenger vehicles and
light-duty trucks may be converted to operate on alternative fuels as a
dedicated or bi-fuel AFV. Vehicles altered to operate on propane,
natural gas, methane, ethanol, or electricity are classified as
aftermarket AFV conversions. All vehicle conversions must meet current
applicable U.S. Environmental Protection Agency or California Air
Resources Board standards for aftermarket conversions. (Reference
[Pennsylvania Department of Environmental Protection Policy on Clean
Alternative Fuel Conversion
Systems](http://www.depgreenport.state.pa.us/elibrary/GetDocument?docId=7557&DocName=PCV%20Conversion%20Policy%20Final%20Revised.pdf))
",,,FALSE,60,Laws and Regulations,,,,,,,AFTMKTCONV,,AIRQEMISSIONS,MAN|FLEET|GOV|IND,http://www.dep.state.pa.us/dep/subject/advcoun/aqtac/2011/8-4-11/PCV_Conversion_Policy_AQTAC_draft_proposed.pdf
11241,NY,Aftermarket Alternative Fuel Vehicle (AFV) Conversion Requirements,"Conventional original equipment manufacturer vehicles altered to operate
on propane, natural gas, methane, ethanol, or electricity are classified
as aftermarket AFV conversions. All vehicle conversions must meet
current applicable California Air Resources Board standards for
aftermarket conversions. (Reference [New York State Department of
Environmental Conservation
Regulations](http://www.dec.ny.gov/regulations/regulations.html) Chapter
III, Subpart 218)
",,,FALSE,76,Laws and Regulations,,,,,,,AFTMKTCONV,,AIRQEMISSIONS,MAN|FLEET|GOV|IND,http://www.dec.ny.gov/regulations/regulations.html
11243,MD,Aftermarket Alternative Fuel Vehicle (AFV) Conversion Requirements,"Conventional original equipment manufacturer vehicles altered to operate
on propane, natural gas, methane, ethanol, or electricity are classified
as aftermarket AFV conversions. All vehicle conversions for vehicles
certified only to California Air Resources Board (CARB) standards must
meet current applicable CARB standards for aftermarket conversions.
However, U.S. Environmental Protection Agency (EPA) certified conversion
kits may be used on EPA 50-state certified vehicles and vehicles with
dual-certification that are 14,000 pounds or less. (Reference [Code of
Maryland Regulations](http://www.dsd.state.md.us/COMAR/ComarHome.html)
26.11.34)
",2007-04-24 00:00:00 UTC,,FALSE,72,Laws and Regulations,,2017-05-11 20:18:45 UTC,,,,,AFTMKTCONV,,AIRQEMISSIONS,MAN|FLEET|GOV|IND,http://www.dsd.state.md.us/comar/
11244,CT,Aftermarket Alternative Fuel Vehicle (AFV) Conversion Requirements,"All AFV conversions must meet current applicable U.S. Environmental
Protection Agency or California Air Resources Board standards for
aftermarket conversions. Aftermarket systems must be properly certified
for the specific vehicle or engine family that is being converted. An
aftermarket AFV conversion is defined as a conventional original
equipment manufacturer vehicle altered to operate on propane, natural
gas, methane, ethanol, or electricity. (Reference [Connecticut General
Statutes](http://www.cga.ct.gov/) 22a-174g)
",,,FALSE,92,Laws and Regulations,,,,,,,AFTMKTCONV,,AIRQEMISSIONS,MAN|FLEET|GOV|IND,http://www.cga.ct.gov/
11265,NC,Electric Vehicle (EV) Annual Fee,"The owner of an EV that is exclusively powered by electricity must pay a
fee of \$130 in addition to any other required registration fees at the
time of initial registration and annual registration renewal. (Reference
[North Carolina General
Statutes](http://www.ncleg.net/gascripts/Statutes/Statutes.asp) 20-87)
",2013-07-26 00:00:00 UTC,2015-09-18 00:00:00 UTC,FALSE,60,Laws and Regulations,,2016-09-13 00:52:54 UTC,,,,,ELEC,,FUEL,FLEET|IND,http://www.ncleg.net/gascripts/Statutes/Statutes.asp|http://www.ncleg.net/
11345,MA,Plug-In and Zero Emission Vehicle Rebates,"Massachusetts Department of Energy Resources\' Massachusetts Offers
Rebates for Electric Vehicles (MOR-EV) Program offers residents,
non-profits, and businesses rebates of up to \$2,500 toward the purchase
or lease of eligible all-electric and fuel cell electric vehicles and up
to \$1,500 for the purchase or lease of eligible plug-in hybrid electric
vehicles. Eligible non-profit and business fleet vehicles may include
rental cars, company cars, and delivery vehicles. Vehicle purchase
prices must be below \$50,000. Applicants must apply within three months
of the vehicle purchase or lease date and must retain ownership of the
vehicle for a minimum of 36 months. For more information, including
application and eligibility requirements, visit the
[MOR-EV](https://mor-ev.org/) website.
",2014-03-01 00:00:00 UTC,,FALSE,10,State Incentives,,2020-03-06 15:42:41 UTC,,,,,ELEC|HY|PHEV,RBATE,,FLEET|IND,
11382,US,Qualified Two-Wheeled Plug-In Electric Drive Motor Vehicle Tax Credit,"A credit is available for the purchase of a new qualified two-wheeled
plug-in electric drive vehicle that draws propulsion using a traction
battery that has at least 2.5 kilowatt hours (kWh) of capacity, uses an
external source of energy to recharge the battery, has a gross vehicle
weight rating of up to 14,000 pounds, is manufactured primarily for use
on public roadways, and can drive at least 45 miles per hour. The credit
is for 10% of the cost of the qualified vehicle, up to \$2,500. For more
information about claiming the credit, see the Internal Revenue Service
(IRS) [Plug-In Electric Vehicle
Credit](https://www.irs.gov/Businesses/Plug-In-Electric-Vehicle-Credit-IRC-30-and-IRC-30D)
website and IRS Form 8936, which is available on the [IRS Forms and
Publications](http://apps.irs.gov/app/picklist/list/formsPublications.html)
website. (Reference [Public
Law](https://www.congress.gov/public-laws/116th-congress) 116-260,
[Public Law](https://www.congress.gov/public-laws/116th-congress)
116-94, [Public
Law](https://www.congress.gov/public-laws/115th-congress) 115-123,
[Public Law](https://www.congress.gov/public-laws/114th-congress)
114-113, and 26 [U.S.
Code](https://www.govinfo.gov/app/collection/uscode) 30D)
",2013-01-02 00:00:00 UTC,2020-12-27 00:00:00 UTC,FALSE,,Incentives,U.S. Internal Revenue Service,2021-01-04 17:26:43 UTC,2022-01-01 00:00:00 UTC,,,,ELEC|PHEV,TAX,,FLEET|IND,http://www.gpo.gov/fdsys/|www.congress.gov|https://www.congress.gov/public-laws/115th-congress|https://www.congress.gov/|https://www.congress.gov/
11421,WA,Natural Gas Tax Exemptions,"Compressed, liquefied, and renewable natural gas used as a
transportation fuel are exempt from public utility taxes. In addition,
natural gas distribution businesses are eligible for an exemption for
machinery and equipment used to produce natural gas for transportation
fuel. This exemption is available quarterly as a remittance. (Reference
[Revised Code of Washington](https://apps.leg.wa.gov/rcw/) 82.08.02565
and 82.16.310)
",2014-04-04 00:00:00 UTC,2019-04-30 00:00:00 UTC,FALSE,21,State Incentives,,2019-05-10 00:36:38 UTC,,,,,NG,EXEM|TAX,,STATION|AFP|PURCH|FLEET|IND,http://apps.leg.wa.gov/rcw/|http://leg.wa.gov/
11423,MD,Electric Vehicle Supply Equipment (EVSE) Rebate Program,"The Maryland Energy Administration (MEA) offers a rebate to individuals,
businesses, or state or local government entities for the costs of
acquiring and installing qualified EVSE. Between July 1, 2021, and June
30, 2022, the rebate may cover 40% of the costs of acquiring and
installing qualified EVSE, or up to the following amounts:

::: {align=""center""}
  Qualified Entity                                                                                    Amount per EVSE
  -------------------------------------------------------------------------------------------------- -----------------
  Residential                                                                                              \$700
  Businesses, Nonprofits, Workplaces, Multi-Unit Dwellings, and State or Local Government Entities        \$4,000
:::

Applicants must demonstrate compliance with state, local, and/or federal
law that applies to the installation or operation of qualified EVSE.
Other requirements may apply. MEA may award up to \$1,800,000 total.
Each entity that applies for a commercial rebate may receive up to 18%
of the total program budget per fiscal year. Rebates will be awarded on
a first-come, first-served basis. For more information, see MEA\'s [EVSE
Rebate
Program](http://energy.maryland.gov/transportation/Pages/incentives_evserebate.aspx)
website.

(Reference [Maryland
Statutes](http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home),
Business Regulation Code 10-101, and State Government Code 9-2009)
",2014-05-05 00:00:00 UTC,2017-05-04 00:00:00 UTC,FALSE,12,State Incentives,,2020-01-10 19:36:16 UTC,,,,,ELEC|PHEV,RBATE,,STATION|FLEET|GOV|IND,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mlis.state.md.us/|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home
11480,IA,Alternative Fuel Tax,"Alternative fuels used as vehicle fuel are taxed as follows:

-   Compressed natural gas is subject to the state fuel excise tax of
    \$0.31 per gasoline gallon equivalent, measured at 5.66 pounds
    (lbs.) or 126.67 cubic feet at a base temperature of 60 degrees
    Fahrenheit and a pressure of 14.73 lbs. per square inch;
-   Liquefied natural gas is subject to the excise tax of \$0.325 per
    diesel gallon equivalent (DGE), measured at 6.06 lbs.;
-   Propane is subject to the excise tax of \$0.30 per gallon;
-   E85 is subject to the excise tax of \$0.290 per gallon;
-   Hydrogen is subject to the excise tax of \$0.65 per DGE, measured at
    2.49 lbs.; and
-   Electricity is subject to the excise tax of \$0.026 per
    kilowatt-hour of fuel delivered or placed into a battery or other
    energy storage device of an electric motor vehicle at any location
    in Iowa other than a residence.

(Reference [Iowa Code](https://www.legis.iowa.gov/index.aspx) 452A.2,
452A.3, and 452A.86)
",2014-03-26 00:00:00 UTC,2019-05-16 00:00:00 UTC,FALSE,97,Laws and Regulations,,2019-07-09 17:56:53 UTC,,,,,ETH|ELEC|HY|NG|PHEV|LPG,,FUEL,STATION|PURCH|FLEET|IND,https://www.legis.iowa.gov/index.aspx|https://www.legis.iowa.gov/index.aspx|https://www.legis.iowa.gov/index.aspx
11485,AK,Idle Reduction Weight Exemption,"A commercial vehicle equipped with qualified idle reduction technology
may exceed the state\'s gross, total axle, or bridge formula vehicle
weight limits by up to 550 pounds to compensate for the additional
weight of the idle reduction technology. Upon request, vehicle operators
must be able to provide written proof of idle reduction technology
weight and demonstrate or certify that that the idle reduction
technology is fully functional at all times. (Reference [Attorney
General File
JU2017200674](https://aws.state.ak.us/OnlinePublicNotices/Notices/Attachment.aspx?id=114828),
and [Alaska Administrative
Code](http://www.legis.state.ak.us/basis/aac.asp) 17.25.013)
",,2018-12-06 00:00:00 UTC,FALSE,5,State Incentives,,2019-05-08 14:47:06 UTC,,,,,IR,EXEM,,FLEET|GOV|IND,http://www.legis.state.ak.us/basis/aac.asp|https://aws.state.ak.us/OnlinePublicNotices/Notices/Attachment.aspx?id=114828
11486,CO,Plug-In Electric Vehicle (PEV) Fee,"PEV owners must pay an annual fee of \$50, in addition to other
registration fees, for a PEV decal. For registration periods beginning
during Fiscal Year 2022 and every subsequent year, the Colorado
Department of Revenue is authorized to adjust the registration fee for
inflation. Additionally, beginning in FY 2022, the state may collect a
PEV road usage equalization fee at the time of registration.
Registration fees for each fiscal year are as follows:

::: {align=""center""}
  Fiscal Year   All-Electric Vehicle Fee   Plug-In Hybrid Electric Vehicle Fee
  ------------- -------------------------- -------------------------------------
  2022-2023     \$4                        \$3
  2023-2024     \$8                        \$5
  2024-2025     \$12                       \$8
  2025-2026     \$16                       \$11
  2026-2027     \$26                       \$13
  2027-2028     \$36                       \$16
  2028-2029     \$51                       \$19
  2029-2030     \$66                       \$21
  2030-2031     \$81                       \$24
  2031-2032     \$96                       \$27
:::

(Reference [Senate Bill](https://leg.colorado.gov/bills) 260, 2021 [and
Colorado Revised
Statutes](http://www.lexisnexis.com/hottopics/Colorado/) 42-3-304)
",2013-05-15 00:00:00 UTC,,FALSE,57,Laws and Regulations,,,,,,,ELEC|PHEV,,FUEL,FLEET|IND,http://www.lexisnexis.com/hottopics/Colorado/|https://leg.colorado.gov/bills
11487,RI,Electric Drive Vehicle License Plates,"The Rhode Island Division of Motor Vehicles may issue special vehicle
license plates to owners of electric drive vehicles, including those
powered in whole or in part by a storage battery. Eligible vehicles
include hybrid electric, plug-in hybrid electric, and all-electric
vehicles registered as electric drive vehicles in the state. (Reference
[Rhode Island General
Laws](http://webserver.rilin.state.ri.us/Statutes/) 31-3-101)
",2014-07-02 00:00:00 UTC,,FALSE,17,Laws and Regulations,,2014-07-10 19:58:51 UTC,,,,,ELEC|HEV|PHEV,,REGIS,FLEET|IND,http://webserver.rilin.state.ri.us/Statutes/
11492,CO,Idle Reduction Weight Exemption,"Any motor vehicle equipped with a qualified auxiliary power unit or idle
reduction technology may exceed the state\'s gross, total axle, or
bridge formula vehicle weight limits by up to 550 pounds to compensate
for the additional weight of the idle reduction technology. To be
eligible for the weight exemption, the vehicle operator must be able to
provide written proof of idle reduction technology weight and
demonstrate or certify that it is fully functional at all times.
(Reference 8 [Code of Colorado
Regulations](http://www.sos.state.co.us/CCR/Welcome.do) 1507-28)
",2013-04-30 00:00:00 UTC,,FALSE,34,State Incentives,,2014-07-21 19:30:46 UTC,,,,,IR,EXEM,,FLEET|GOV|IND,http://www.sos.state.co.us/CCR/Welcome.do
11493,DC,Alternative Fuel Vehicle (AFV) Conversion and Infrastructure Tax Credit,"Businesses and individuals are eligible for an income tax credit of 50%
of the equipment and labor costs for the conversion of qualified AFVs,
up to \$19,000 per vehicle. A tax credit is also available for 50% of
the equipment and labor costs for the purchase and installation of
alternative fuel infrastructure on qualified AFV fueling property. The
maximum credit is \$1,000 per residential electric vehicle charging
station, and \$10,000 per publicly accessible AFV fueling station.
Qualified alternative fuels include, ethanol blends of at least 85%,
natural gas, propane, biodiesel, electricity, and hydrogen. For more
information, see the [Office of Tax and
Revenue](https://otr.cfo.dc.gov/publication/alternative-fuel-vehicle-infrastructure-and-conversion-credits-faqs)
website. (Reference [District of Columbia
Code](https://code.dccouncil.us/dc/council/code/) 47-1806.12 through
47-1806.13, 47-1807.10 through 47-1807.11, and 47-1808.10 through
47-1808.11)
",2014-06-24 00:00:00 UTC,,FALSE,2,State Incentives,,2014-07-22 14:48:14 UTC,2026-12-31 00:00:00 UTC,,,,AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,,STATION|FLEET|IND,https://www.lexisnexis.com/hottopics/dccode/
